,Team,year,Distance,Frequency,Win,ORtg
1694,Minnesota Timberwolves,2015,Over 16 ft,0.234,0.195,103.63
1695,Minnesota Timberwolves,2015,3P,0.179,0.195,103.63
1696,Minnesota Timberwolves,2016,0-3 ft,0.298,0.354,107.17
1697,Minnesota Timberwolves,2016,3-10 ft,0.16,0.354,107.17
1698,Minnesota Timberwolves,2016,10-16 ft,0.101,0.354,107.17
1699,Minnesota Timberwolves,2016,Over 16 ft,0.239,0.354,107.17
1700,Minnesota Timberwolves,2016,3P,0.202,0.354,107.17
1701,Minnesota Timberwolves,2017,0-3 ft,0.304,0.378,111.54
1702,Minnesota Timberwolves,2017,3-10 ft,0.164,0.378,111.54
1703,Minnesota Timberwolves,2017,10-16 ft,0.097,0.378,111.54
1704,Minnesota Timberwolves,2017,Over 16 ft,0.186,0.378,111.54
1705,Minnesota Timberwolves,2017,3P,0.249,0.378,111.54
1706,Minnesota Timberwolves,2018,0-3 ft,0.264,0.573,114.24
1707,Minnesota Timberwolves,2018,3-10 ft,0.196,0.573,114.24
1708,Minnesota Timberwolves,2018,10-16 ft,0.129,0.573,114.24
1709,Minnesota Timberwolves,2018,Over 16 ft,0.15,0.573,114.24
1710,Minnesota Timberwolves,2018,3P,0.261,0.573,114.24
1711,New Orleans Pelicans,2001,0-3 ft,0.27,0.561,102.57
1712,New Orleans Pelicans,2001,3-10 ft,0.134,0.561,102.57
1713,New Orleans Pelicans,2001,10-16 ft,0.18,0.561,102.57
1714,New Orleans Pelicans,2001,Over 16 ft,0.265,0.561,102.57
1715,New Orleans Pelicans,2001,3P,0.151,0.561,102.57
1716,New Orleans Pelicans,2002,0-3 ft,0.308,0.537,105.13
1717,New Orleans Pelicans,2002,3-10 ft,0.131,0.537,105.13
1718,New Orleans Pelicans,2002,10-16 ft,0.162,0.537,105.13
1719,New Orleans Pelicans,2002,Over 16 ft,0.248,0.537,105.13
1720,New Orleans Pelicans,2002,3P,0.151,0.537,105.13
1721,New Orleans Pelicans,2003,0-3 ft,0.278,0.573,104.61
1722,New Orleans Pelicans,2003,3-10 ft,0.132,0.573,104.61
1723,New Orleans Pelicans,2003,10-16 ft,0.187,0.573,104.61
1724,New Orleans Pelicans,2003,Over 16 ft,0.241,0.573,104.61
1725,New Orleans Pelicans,2003,3P,0.161,0.573,104.61
1726,New Orleans Pelicans,2004,0-3 ft,0.294,0.5,103.36
1727,New Orleans Pelicans,2004,3-10 ft,0.115,0.5,103.36
1728,New Orleans Pelicans,2004,10-16 ft,0.131,0.5,103.36
1729,New Orleans Pelicans,2004,Over 16 ft,0.209,0.5,103.36
1730,New Orleans Pelicans,2004,3P,0.252,0.5,103.36
1731,New Orleans Pelicans,2005,0-3 ft,0.304,0.22,100.72
1732,New Orleans Pelicans,2005,3-10 ft,0.096,0.22,100.72
1733,New Orleans Pelicans,2005,10-16 ft,0.122,0.22,100.72
1734,New Orleans Pelicans,2005,Over 16 ft,0.277,0.22,100.72
1735,New Orleans Pelicans,2005,3P,0.201,0.22,100.72
1736,New Orleans Pelicans,2006,0-3 ft,0.324,0.463,104.5
1737,New Orleans Pelicans,2006,3-10 ft,0.133,0.463,104.5
1738,New Orleans Pelicans,2006,10-16 ft,0.139,0.463,104.5
1739,New Orleans Pelicans,2006,Over 16 ft,0.267,0.463,104.5
1740,New Orleans Pelicans,2006,3P,0.138,0.463,104.5
1741,New Orleans Pelicans,2007,0-3 ft,0.307,0.476,105.68
1742,New Orleans Pelicans,2007,3-10 ft,0.17,0.476,105.68
1743,New Orleans Pelicans,2007,10-16 ft,0.119,0.476,105.68
1744,New Orleans Pelicans,2007,Over 16 ft,0.216,0.476,105.68
1745,New Orleans Pelicans,2007,3P,0.188,0.476,105.68
1746,New Orleans Pelicans,2008,0-3 ft,0.284,0.683,112.21
1747,New Orleans Pelicans,2008,3-10 ft,0.137,0.683,112.21
1748,New Orleans Pelicans,2008,10-16 ft,0.113,0.683,112.21
1749,New Orleans Pelicans,2008,Over 16 ft,0.227,0.683,112.21
1750,New Orleans Pelicans,2008,3P,0.239,0.683,112.21
1751,New Orleans Pelicans,2009,0-3 ft,0.276,0.598,109.75
1752,New Orleans Pelicans,2009,3-10 ft,0.134,0.598,109.75
1753,New Orleans Pelicans,2009,10-16 ft,0.137,0.598,109.75
1754,New Orleans Pelicans,2009,Over 16 ft,0.213,0.598,109.75
1755,New Orleans Pelicans,2009,3P,0.24,0.598,109.75
1756,New Orleans Pelicans,2010,0-3 ft,0.318,0.451,108.19
1757,New Orleans Pelicans,2010,3-10 ft,0.121,0.451,108.19
1758,New Orleans Pelicans,2010,10-16 ft,0.127,0.451,108.19
1759,New Orleans Pelicans,2010,Over 16 ft,0.204,0.451,108.19
1760,New Orleans Pelicans,2010,3P,0.23,0.451,108.19
1761,New Orleans Pelicans,2011,0-3 ft,0.223,0.561,107.25
1762,New Orleans Pelicans,2011,3-10 ft,0.213,0.561,107.25
1763,New Orleans Pelicans,2011,10-16 ft,0.136,0.561,107.25
1764,New Orleans Pelicans,2011,Over 16 ft,0.237,0.561,107.25
1765,New Orleans Pelicans,2011,3P,0.192,0.561,107.25
1766,New Orleans Pelicans,2012,0-3 ft,0.267,0.318,101.82
1767,New Orleans Pelicans,2012,3-10 ft,0.207,0.318,101.82
1768,New Orleans Pelicans,2012,10-16 ft,0.149,0.318,101.82
1769,New Orleans Pelicans,2012,Over 16 ft,0.225,0.318,101.82
1770,New Orleans Pelicans,2012,3P,0.152,0.318,101.82
1771,New Orleans Pelicans,2013,0-3 ft,0.298,0.329,106.63
1772,New Orleans Pelicans,2013,3-10 ft,0.208,0.329,106.63
1773,New Orleans Pelicans,2013,10-16 ft,0.095,0.329,106.63
1774,New Orleans Pelicans,2013,Over 16 ft,0.175,0.329,106.63
1775,New Orleans Pelicans,2013,3P,0.224,0.329,106.63
1776,New Orleans Pelicans,2014,0-3 ft,0.332,0.415,107.98
1777,New Orleans Pelicans,2014,3-10 ft,0.183,0.415,107.98
1778,New Orleans Pelicans,2014,10-16 ft,0.107,0.415,107.98
1779,New Orleans Pelicans,2014,Over 16 ft,0.184,0.415,107.98
1780,New Orleans Pelicans,2014,3P,0.193,0.415,107.98
1781,New Orleans Pelicans,2015,0-3 ft,0.347,0.549,108.95
1782,New Orleans Pelicans,2015,3-10 ft,0.152,0.549,108.95
1783,New Orleans Pelicans,2015,10-16 ft,0.098,0.549,108.95
1784,New Orleans Pelicans,2015,Over 16 ft,0.169,0.549,108.95
1785,New Orleans Pelicans,2015,3P,0.233,0.549,108.95
1786,New Orleans Pelicans,2016,0-3 ft,0.304,0.366,106.27
1787,New Orleans Pelicans,2016,3-10 ft,0.144,0.366,106.27
1788,New Orleans Pelicans,2016,10-16 ft,0.101,0.366,106.27
1789,New Orleans Pelicans,2016,Over 16 ft,0.174,0.366,106.27
1790,New Orleans Pelicans,2016,3P,0.277,0.366,106.27
1791,New Orleans Pelicans,2017,0-3 ft,0.279,0.415,105.81
1792,New Orleans Pelicans,2017,3-10 ft,0.17,0.415,105.81
1793,New Orleans Pelicans,2017,10-16 ft,0.094,0.415,105.81
1794,New Orleans Pelicans,2017,Over 16 ft,0.149,0.415,105.81
1795,New Orleans Pelicans,2017,3P,0.308,0.415,105.81
1796,New Orleans Pelicans,2018,0-3 ft,0.295,0.585,110.29
1797,New Orleans Pelicans,2018,3-10 ft,0.179,0.585,110.29
1798,New Orleans Pelicans,2018,10-16 ft,0.099,0.585,110.29
1799,New Orleans Pelicans,2018,Over 16 ft,0.109,0.585,110.29
1800,New Orleans Pelicans,2018,3P,0.319,0.585,110.29
1801,New York Knicks,2001,0-3 ft,0.27,0.585,102.12
1802,New York Knicks,2001,3-10 ft,0.163,0.585,102.12
1803,New York Knicks,2001,10-16 ft,0.184,0.585,102.12
1804,New York Knicks,2001,Over 16 ft,0.203,0.585,102.12
1805,New York Knicks,2001,3P,0.18,0.585,102.12
1806,New York Knicks,2002,0-3 ft,0.246,0.366,102.02
1807,New York Knicks,2002,3-10 ft,0.159,0.366,102.02
1808,New York Knicks,2002,10-16 ft,0.19,0.366,102.02
1809,New York Knicks,2002,Over 16 ft,0.198,0.366,102.02
1810,New York Knicks,2002,3P,0.206,0.366,102.02
1811,New York Knicks,2003,0-3 ft,0.21,0.451,105.34
1812,New York Knicks,2003,3-10 ft,0.145,0.451,105.34
1813,New York Knicks,2003,10-16 ft,0.188,0.451,105.34
1814,New York Knicks,2003,Over 16 ft,0.222,0.451,105.34
1815,New York Knicks,2003,3P,0.235,0.451,105.34
1816,New York Knicks,2004,0-3 ft,0.259,0.476,102.39
1817,New York Knicks,2004,3-10 ft,0.156,0.476,102.39
1818,New York Knicks,2004,10-16 ft,0.177,0.476,102.39
1819,New York Knicks,2004,Over 16 ft,0.237,0.476,102.39
1820,New York Knicks,2004,3P,0.171,0.476,102.39
1821,New York Knicks,2005,0-3 ft,0.3,0.402,106.93
1822,New York Knicks,2005,3-10 ft,0.14,0.402,106.93
1823,New York Knicks,2005,10-16 ft,0.122,0.402,106.93
1824,New York Knicks,2005,Over 16 ft,0.251,0.402,106.93
1825,New York Knicks,2005,3P,0.188,0.402,106.93
1826,New York Knicks,2006,0-3 ft,0.383,0.28,104.74
1827,New York Knicks,2006,3-10 ft,0.161,0.28,104.74
1828,New York Knicks,2006,10-16 ft,0.108,0.28,104.74
1829,New York Knicks,2006,Over 16 ft,0.205,0.28,104.74
1830,New York Knicks,2006,3P,0.142,0.28,104.74
1831,New York Knicks,2007,0-3 ft,0.389,0.402,106.39
1832,New York Knicks,2007,3-10 ft,0.142,0.402,106.39
1833,New York Knicks,2007,10-16 ft,0.073,0.402,106.39
1834,New York Knicks,2007,Over 16 ft,0.18,0.402,106.39
1835,New York Knicks,2007,3P,0.216,0.402,106.39
1836,New York Knicks,2008,0-3 ft,0.353,0.28,105.34
1837,New York Knicks,2008,3-10 ft,0.137,0.28,105.34
1838,New York Knicks,2008,10-16 ft,0.101,0.28,105.34
1839,New York Knicks,2008,Over 16 ft,0.194,0.28,105.34
1840,New York Knicks,2008,3P,0.215,0.28,105.34
1841,New York Knicks,2009,0-3 ft,0.349,0.39,108.7
1842,New York Knicks,2009,3-10 ft,0.091,0.39,108.7
1843,New York Knicks,2009,10-16 ft,0.084,0.39,108.7
1844,New York Knicks,2009,Over 16 ft,0.154,0.39,108.7
1845,New York Knicks,2009,3P,0.322,0.39,108.7
1846,New York Knicks,2010,0-3 ft,0.327,0.354,108.22
1847,New York Knicks,2010,3-10 ft,0.087,0.354,108.22
1848,New York Knicks,2010,10-16 ft,0.071,0.354,108.22
1849,New York Knicks,2010,Over 16 ft,0.203,0.354,108.22
1850,New York Knicks,2010,3P,0.312,0.354,108.22
1851,New York Knicks,2011,0-3 ft,0.265,0.512,111.76
1852,New York Knicks,2011,3-10 ft,0.166,0.512,111.76
1853,New York Knicks,2011,10-16 ft,0.086,0.512,111.76
1854,New York Knicks,2011,Over 16 ft,0.179,0.512,111.76
1855,New York Knicks,2011,3P,0.303,0.512,111.76
1856,New York Knicks,2012,0-3 ft,0.316,0.545,105.51
1857,New York Knicks,2012,3-10 ft,0.13,0.545,105.51
1858,New York Knicks,2012,10-16 ft,0.085,0.545,105.51
1859,New York Knicks,2012,Over 16 ft,0.181,0.545,105.51
1860,New York Knicks,2012,3P,0.288,0.545,105.51
1861,New York Knicks,2013,0-3 ft,0.28,0.659,111.83
1862,New York Knicks,2013,3-10 ft,0.096,0.659,111.83
1863,New York Knicks,2013,10-16 ft,0.083,0.659,111.83
1864,New York Knicks,2013,Over 16 ft,0.188,0.659,111.83
1865,New York Knicks,2013,3P,0.354,0.659,111.83
1866,New York Knicks,2014,0-3 ft,0.252,0.451,109.27
1867,New York Knicks,2014,3-10 ft,0.112,0.451,109.27
1868,New York Knicks,2014,10-16 ft,0.111,0.451,109.27
1869,New York Knicks,2014,Over 16 ft,0.222,0.451,109.27
1870,New York Knicks,2014,3P,0.302,0.451,109.27
1871,New York Knicks,2015,0-3 ft,0.239,0.207,100.89
1872,New York Knicks,2015,3-10 ft,0.146,0.207,100.89
1873,New York Knicks,2015,10-16 ft,0.125,0.207,100.89
1874,New York Knicks,2015,Over 16 ft,0.246,0.207,100.89
1875,New York Knicks,2015,3P,0.24,0.207,100.89
1876,New York Knicks,2016,0-3 ft,0.245,0.39,105.41
1877,New York Knicks,2016,3-10 ft,0.154,0.39,105.41
1878,New York Knicks,2016,10-16 ft,0.143,0.39,105.41
1879,New York Knicks,2016,Over 16 ft,0.201,0.39,105.41
1880,New York Knicks,2016,3P,0.256,0.39,105.41
1881,New York Knicks,2017,0-3 ft,0.291,0.378,108.57
1882,New York Knicks,2017,3-10 ft,0.126,0.378,108.57
1883,New York Knicks,2017,10-16 ft,0.132,0.378,108.57
1884,New York Knicks,2017,Over 16 ft,0.172,0.378,108.57
1885,New York Knicks,2017,3P,0.279,0.378,108.57
1886,New York Knicks,2018,0-3 ft,0.278,0.354,107.72
1887,New York Knicks,2018,3-10 ft,0.156,0.354,107.72
1888,New York Knicks,2018,10-16 ft,0.14,0.354,107.72
1889,New York Knicks,2018,Over 16 ft,0.159,0.354,107.72
1890,New York Knicks,2018,3P,0.266,0.354,107.72
1891,Oklahoma City Thunder,2001,0-3 ft,0.305,0.537,106.53
1892,Oklahoma City Thunder,2001,3-10 ft,0.226,0.537,106.53
1893,Oklahoma City Thunder,2001,10-16 ft,0.129,0.537,106.53
1894,Oklahoma City Thunder,2001,Over 16 ft,0.164,0.537,106.53
1895,Oklahoma City Thunder,2001,3P,0.176,0.537,106.53
1896,Oklahoma City Thunder,2002,0-3 ft,0.28,0.549,109.77
1897,Oklahoma City Thunder,2002,3-10 ft,0.19,0.549,109.77
1898,Oklahoma City Thunder,2002,10-16 ft,0.121,0.549,109.77
1899,Oklahoma City Thunder,2002,Over 16 ft,0.216,0.549,109.77
1900,Oklahoma City Thunder,2002,3P,0.193,0.549,109.77
1901,Oklahoma City Thunder,2003,0-3 ft,0.247,0.488,104.48
1902,Oklahoma City Thunder,2003,3-10 ft,0.177,0.488,104.48
1903,Oklahoma City Thunder,2003,10-16 ft,0.129,0.488,104.48
1904,Oklahoma City Thunder,2003,Over 16 ft,0.25,0.488,104.48
1905,Oklahoma City Thunder,2003,3P,0.196,0.488,104.48
1906,Oklahoma City Thunder,2004,0-3 ft,0.245,0.451,108.11
1907,Oklahoma City Thunder,2004,3-10 ft,0.158,0.451,108.11
1908,Oklahoma City Thunder,2004,10-16 ft,0.121,0.451,108.11
1909,Oklahoma City Thunder,2004,Over 16 ft,0.182,0.451,108.11
1910,Oklahoma City Thunder,2004,3P,0.294,0.451,108.11
1911,Oklahoma City Thunder,2005,0-3 ft,0.276,0.634,113.09
1912,Oklahoma City Thunder,2005,3-10 ft,0.16,0.634,113.09
1913,Oklahoma City Thunder,2005,10-16 ft,0.118,0.634,113.09
1914,Oklahoma City Thunder,2005,Over 16 ft,0.165,0.634,113.09
1915,Oklahoma City Thunder,2005,3P,0.281,0.634,113.09
1916,Oklahoma City Thunder,2006,0-3 ft,0.275,0.427,111.99
1917,Oklahoma City Thunder,2006,3-10 ft,0.173,0.427,111.99
1918,Oklahoma City Thunder,2006,10-16 ft,0.124,0.427,111.99
1919,Oklahoma City Thunder,2006,Over 16 ft,0.184,0.427,111.99
1920,Oklahoma City Thunder,2006,3P,0.243,0.427,111.99
1921,Oklahoma City Thunder,2007,0-3 ft,0.291,0.378,108.21
1922,Oklahoma City Thunder,2007,3-10 ft,0.183,0.378,108.21
1923,Oklahoma City Thunder,2007,10-16 ft,0.137,0.378,108.21
1924,Oklahoma City Thunder,2007,Over 16 ft,0.17,0.378,108.21
1925,Oklahoma City Thunder,2007,3P,0.219,0.378,108.21
1926,Oklahoma City Thunder,2008,0-3 ft,0.287,0.244,101.17
1927,Oklahoma City Thunder,2008,3-10 ft,0.159,0.244,101.17
1928,Oklahoma City Thunder,2008,10-16 ft,0.144,0.244,101.17
1929,Oklahoma City Thunder,2008,Over 16 ft,0.277,0.244,101.17
1930,Oklahoma City Thunder,2008,3P,0.134,0.244,101.17
1931,Oklahoma City Thunder,2009,0-3 ft,0.338,0.28,103.59
1932,Oklahoma City Thunder,2009,3-10 ft,0.134,0.28,103.59
1933,Oklahoma City Thunder,2009,10-16 ft,0.138,0.28,103.59
1934,Oklahoma City Thunder,2009,Over 16 ft,0.248,0.28,103.59
1935,Oklahoma City Thunder,2009,3P,0.141,0.28,103.59
1936,Oklahoma City Thunder,2010,0-3 ft,0.332,0.61,109.18
1937,Oklahoma City Thunder,2010,3-10 ft,0.125,0.61,109.18
1938,Oklahoma City Thunder,2010,10-16 ft,0.135,0.61,109.18
1939,Oklahoma City Thunder,2010,Over 16 ft,0.223,0.61,109.18
1940,Oklahoma City Thunder,2010,3P,0.185,0.61,109.18
1941,Oklahoma City Thunder,2011,0-3 ft,0.284,0.671,112.2
1942,Oklahoma City Thunder,2011,3-10 ft,0.159,0.671,112.2
1943,Oklahoma City Thunder,2011,10-16 ft,0.126,0.671,112.2
1944,Oklahoma City Thunder,2011,Over 16 ft,0.218,0.671,112.2
1945,Oklahoma City Thunder,2011,3P,0.212,0.671,112.2
1946,Oklahoma City Thunder,2012,0-3 ft,0.294,0.712,110.33
1947,Oklahoma City Thunder,2012,3-10 ft,0.148,0.712,110.33
1948,Oklahoma City Thunder,2012,10-16 ft,0.13,0.712,110.33
1949,Oklahoma City Thunder,2012,Over 16 ft,0.175,0.712,110.33
1950,Oklahoma City Thunder,2012,3P,0.252,0.712,110.33
1951,Oklahoma City Thunder,2013,0-3 ft,0.294,0.732,113.3
1952,Oklahoma City Thunder,2013,3-10 ft,0.146,0.732,113.3
1953,Oklahoma City Thunder,2013,10-16 ft,0.13,0.732,113.3
1954,Oklahoma City Thunder,2013,Over 16 ft,0.186,0.732,113.3
1955,Oklahoma City Thunder,2013,3P,0.244,0.732,113.3
1956,Oklahoma City Thunder,2014,0-3 ft,0.282,0.72,111.32
1957,Oklahoma City Thunder,2014,3-10 ft,0.149,0.72,111.32
1958,Oklahoma City Thunder,2014,10-16 ft,0.131,0.72,111.32
1959,Oklahoma City Thunder,2014,Over 16 ft,0.167,0.72,111.32
1960,Oklahoma City Thunder,2014,3P,0.271,0.72,111.32
1961,Oklahoma City Thunder,2015,0-3 ft,0.302,0.549,108.41
1962,Oklahoma City Thunder,2015,3-10 ft,0.158,0.549,108.41
1963,Oklahoma City Thunder,2015,10-16 ft,0.113,0.549,108.41
1964,Oklahoma City Thunder,2015,Over 16 ft,0.165,0.549,108.41
1965,Oklahoma City Thunder,2015,3P,0.262,0.549,108.41
1966,Oklahoma City Thunder,2016,0-3 ft,0.33,0.671,113.76
1967,Oklahoma City Thunder,2016,3-10 ft,0.126,0.671,113.76
1968,Oklahoma City Thunder,2016,10-16 ft,0.122,0.671,113.76
1969,Oklahoma City Thunder,2016,Over 16 ft,0.146,0.671,113.76
1970,Oklahoma City Thunder,2016,3P,0.275,0.671,113.76
1971,Oklahoma City Thunder,2017,0-3 ft,0.346,0.573,108.95
1972,Oklahoma City Thunder,2017,3-10 ft,0.146,0.573,108.95
1973,Oklahoma City Thunder,2017,10-16 ft,0.104,0.573,108.95
1974,Oklahoma City Thunder,2017,Over 16 ft,0.109,0.573,108.95
1975,Oklahoma City Thunder,2017,3P,0.295,0.573,108.95
1976,Oklahoma City Thunder,2018,0-3 ft,0.315,0.585,111.48
1977,Oklahoma City Thunder,2018,3-10 ft,0.096,0.585,111.48
1978,Oklahoma City Thunder,2018,10-16 ft,0.105,0.585,111.48
1979,Oklahoma City Thunder,2018,Over 16 ft,0.138,0.585,111.48
1980,Oklahoma City Thunder,2018,3P,0.345,0.585,111.48
1981,Orlando Magic,2001,0-3 ft,0.29,0.524,104.05
1982,Orlando Magic,2001,3-10 ft,0.117,0.524,104.05
1983,Orlando Magic,2001,10-16 ft,0.137,0.524,104.05
1984,Orlando Magic,2001,Over 16 ft,0.26,0.524,104.05
1985,Orlando Magic,2001,3P,0.196,0.524,104.05
1986,Orlando Magic,2002,0-3 ft,0.294,0.537,107.71
1987,Orlando Magic,2002,3-10 ft,0.113,0.537,107.71
1988,Orlando Magic,2002,10-16 ft,0.109,0.537,107.71
1989,Orlando Magic,2002,Over 16 ft,0.242,0.537,107.71
1990,Orlando Magic,2002,3P,0.241,0.537,107.71
1991,Orlando Magic,2003,0-3 ft,0.292,0.512,105.84
1992,Orlando Magic,2003,3-10 ft,0.08,0.512,105.84
1993,Orlando Magic,2003,10-16 ft,0.098,0.512,105.84
1994,Orlando Magic,2003,Over 16 ft,0.295,0.512,105.84
1995,Orlando Magic,2003,3P,0.235,0.512,105.84
1996,Orlando Magic,2004,0-3 ft,0.26,0.256,103.53
1997,Orlando Magic,2004,3-10 ft,0.138,0.256,103.53
1998,Orlando Magic,2004,10-16 ft,0.145,0.256,103.53
1999,Orlando Magic,2004,Over 16 ft,0.273,0.256,103.53
2000,Orlando Magic,2004,3P,0.184,0.256,103.53
2001,Orlando Magic,2005,0-3 ft,0.327,0.439,105.7
2002,Orlando Magic,2005,3-10 ft,0.106,0.439,105.7
2003,Orlando Magic,2005,10-16 ft,0.154,0.439,105.7
2004,Orlando Magic,2005,Over 16 ft,0.276,0.439,105.7
2005,Orlando Magic,2005,3P,0.137,0.439,105.7
2006,Orlando Magic,2006,0-3 ft,0.358,0.439,106.99
2007,Orlando Magic,2006,3-10 ft,0.125,0.439,106.99
2008,Orlando Magic,2006,10-16 ft,0.13,0.439,106.99
2009,Orlando Magic,2006,Over 16 ft,0.258,0.439,106.99
2010,Orlando Magic,2006,3P,0.129,0.439,106.99
2011,Orlando Magic,2007,0-3 ft,0.361,0.488,105.99
2012,Orlando Magic,2007,3-10 ft,0.15,0.488,105.99
2013,Orlando Magic,2007,10-16 ft,0.106,0.488,105.99
2014,Orlando Magic,2007,Over 16 ft,0.225,0.488,105.99
2015,Orlando Magic,2007,3P,0.158,0.488,105.99
2016,Orlando Magic,2008,0-3 ft,0.325,0.634,112.12
2017,Orlando Magic,2008,3-10 ft,0.126,0.634,112.12
2018,Orlando Magic,2008,10-16 ft,0.096,0.634,112.12
2019,Orlando Magic,2008,Over 16 ft,0.132,0.634,112.12
2020,Orlando Magic,2008,3P,0.322,0.634,112.12
2021,Orlando Magic,2009,0-3 ft,0.282,0.72,109.66
2022,Orlando Magic,2009,3-10 ft,0.127,0.72,109.66
2023,Orlando Magic,2009,10-16 ft,0.101,0.72,109.66
2024,Orlando Magic,2009,Over 16 ft,0.155,0.72,109.66
2025,Orlando Magic,2009,3P,0.335,0.72,109.66
2026,Orlando Magic,2010,0-3 ft,0.301,0.72,112.13
2027,Orlando Magic,2010,3-10 ft,0.123,0.72,112.13
2028,Orlando Magic,2010,10-16 ft,0.082,0.72,112.13
2029,Orlando Magic,2010,Over 16 ft,0.144,0.72,112.13
2030,Orlando Magic,2010,3P,0.35,0.72,112.13
2031,Orlando Magic,2011,0-3 ft,0.253,0.634,108.78
2032,Orlando Magic,2011,3-10 ft,0.158,0.634,108.78
2033,Orlando Magic,2011,10-16 ft,0.096,0.634,108.78
2034,Orlando Magic,2011,Over 16 ft,0.164,0.634,108.78
2035,Orlando Magic,2011,3P,0.328,0.634,108.78
2036,Orlando Magic,2012,0-3 ft,0.286,0.561,105.65
2037,Orlando Magic,2012,3-10 ft,0.153,0.561,105.65
2038,Orlando Magic,2012,10-16 ft,0.063,0.561,105.65
2039,Orlando Magic,2012,Over 16 ft,0.152,0.561,105.65
2040,Orlando Magic,2012,3P,0.346,0.561,105.65
2041,Orlando Magic,2013,0-3 ft,0.289,0.244,102.09
2042,Orlando Magic,2013,3-10 ft,0.166,0.244,102.09
2043,Orlando Magic,2013,10-16 ft,0.116,0.244,102.09
2044,Orlando Magic,2013,Over 16 ft,0.206,0.244,102.09
2045,Orlando Magic,2013,3P,0.223,0.244,102.09
2046,Orlando Magic,2014,0-3 ft,0.277,0.28,102.14
2047,Orlando Magic,2014,3-10 ft,0.152,0.28,102.14
2048,Orlando Magic,2014,10-16 ft,0.103,0.28,102.14
2049,Orlando Magic,2014,Over 16 ft,0.232,0.28,102.14
2050,Orlando Magic,2014,3P,0.235,0.28,102.14
2051,Orlando Magic,2015,0-3 ft,0.315,0.305,102.26
2052,Orlando Magic,2015,3-10 ft,0.184,0.305,102.26
2053,Orlando Magic,2015,10-16 ft,0.094,0.305,102.26
2054,Orlando Magic,2015,Over 16 ft,0.172,0.305,102.26
2055,Orlando Magic,2015,3P,0.235,0.305,102.26
2056,Orlando Magic,2016,0-3 ft,0.296,0.427,105.73
2057,Orlando Magic,2016,3-10 ft,0.15,0.427,105.73
2058,Orlando Magic,2016,10-16 ft,0.093,0.427,105.73
2059,Orlando Magic,2016,Over 16 ft,0.206,0.427,105.73
2060,Orlando Magic,2016,3P,0.255,0.427,105.73
2061,Orlando Magic,2017,0-3 ft,0.266,0.354,104.23
2062,Orlando Magic,2017,3-10 ft,0.168,0.354,104.23
2063,Orlando Magic,2017,10-16 ft,0.109,0.354,104.23
2064,Orlando Magic,2017,Over 16 ft,0.157,0.354,104.23
2065,Orlando Magic,2017,3P,0.3,0.354,104.23
2066,Orlando Magic,2018,0-3 ft,0.259,0.305,105.83
2067,Orlando Magic,2018,3-10 ft,0.18,0.305,105.83
2068,Orlando Magic,2018,10-16 ft,0.108,0.305,105.83
2069,Orlando Magic,2018,Over 16 ft,0.112,0.305,105.83
2070,Orlando Magic,2018,3P,0.342,0.305,105.83
2071,Philadelphia 76ers,2001,0-3 ft,0.276,0.683,104.36
2072,Philadelphia 76ers,2001,3-10 ft,0.206,0.683,104.36
2073,Philadelphia 76ers,2001,10-16 ft,0.211,0.683,104.36
2074,Philadelphia 76ers,2001,Over 16 ft,0.184,0.683,104.36
2075,Philadelphia 76ers,2001,3P,0.124,0.683,104.36
2076,Philadelphia 76ers,2002,0-3 ft,0.304,0.524,103.12
2077,Philadelphia 76ers,2002,3-10 ft,0.149,0.524,103.12
2078,Philadelphia 76ers,2002,10-16 ft,0.217,0.524,103.12
2079,Philadelphia 76ers,2002,Over 16 ft,0.218,0.524,103.12
2080,Philadelphia 76ers,2002,3P,0.111,0.524,103.12
2081,Philadelphia 76ers,2003,0-3 ft,0.367,0.585,105.78
2082,Philadelphia 76ers,2003,3-10 ft,0.144,0.585,105.78
2083,Philadelphia 76ers,2003,10-16 ft,0.169,0.585,105.78
2084,Philadelphia 76ers,2003,Over 16 ft,0.202,0.585,105.78
2085,Philadelphia 76ers,2003,3P,0.119,0.585,105.78
2086,Philadelphia 76ers,2004,0-3 ft,0.319,0.402,100.29
2087,Philadelphia 76ers,2004,3-10 ft,0.132,0.402,100.29
2088,Philadelphia 76ers,2004,10-16 ft,0.174,0.402,100.29
2089,Philadelphia 76ers,2004,Over 16 ft,0.216,0.402,100.29
2090,Philadelphia 76ers,2004,3P,0.158,0.402,100.29
2091,Philadelphia 76ers,2005,0-3 ft,0.323,0.524,104
2092,Philadelphia 76ers,2005,3-10 ft,0.12,0.524,104
2093,Philadelphia 76ers,2005,10-16 ft,0.129,0.524,104
2094,Philadelphia 76ers,2005,Over 16 ft,0.213,0.524,104
2095,Philadelphia 76ers,2005,3P,0.216,0.524,104
2096,Philadelphia 76ers,2006,0-3 ft,0.328,0.463,106.89
2097,Philadelphia 76ers,2006,3-10 ft,0.15,0.463,106.89
2098,Philadelphia 76ers,2006,10-16 ft,0.145,0.463,106.89
2099,Philadelphia 76ers,2006,Over 16 ft,0.22,0.463,106.89
2100,Philadelphia 76ers,2006,3P,0.158,0.463,106.89
2101,Philadelphia 76ers,2007,0-3 ft,0.321,0.427,104.42
2102,Philadelphia 76ers,2007,3-10 ft,0.117,0.427,104.42
